date,season,year,month,hour,holiday,weekday,workingday,weather_situation,casual,registered,count,days_of_week,category_days,month_name,last_purchase_date,recency
2011-08-16,fall,2011,8,16,No,Selasa,Yes,Clear,55,248,303,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,17,No,Selasa,Yes,Clear,75,525,600,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,18,No,Selasa,Yes,Clear,54,516,570,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,19,No,Selasa,Yes,Clear,56,320,376,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,20,No,Selasa,Yes,Clear,48,232,280,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,21,No,Selasa,Yes,Clear,38,177,215,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,22,No,Selasa,Yes,Clear,31,121,152,Selasa,weekdays,Aug,2011-08-16,503
2011-08-16,fall,2011,8,23,No,Selasa,Yes,Clear,20,57,77,Selasa,weekdays,Aug,2011-08-16,503
2011-08-17,fall,2011,8,0,No,Rabu,Yes,Clear,8,16,24,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,1,No,Rabu,Yes,Clear,2,12,14,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,2,No,Rabu,Yes,Clear,0,6,6,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,3,No,Rabu,Yes,Clear,1,4,5,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,4,No,Rabu,Yes,Clear,0,5,5,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,5,No,Rabu,Yes,Clear,0,28,28,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,6,No,Rabu,Yes,Clear,4,101,105,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,7,No,Rabu,Yes,Clear,12,296,308,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,8,No,Rabu,Yes,Clear,35,452,487,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,9,No,Rabu,Yes,Clear,31,178,209,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,10,No,Rabu,Yes,Clear,27,91,118,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,11,No,Rabu,Yes,Clear,20,108,128,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,12,No,Rabu,Yes,Clear,26,163,189,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,13,No,Rabu,Yes,Clear,38,138,176,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,14,No,Rabu,Yes,Clear,54,138,192,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,15,No,Rabu,Yes,Clear,42,117,159,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,16,No,Rabu,Yes,Clear,62,238,300,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,17,No,Rabu,Yes,Clear,46,506,552,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,18,No,Rabu,Yes,Clear,86,470,556,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,19,No,Rabu,Yes,Clear,50,297,347,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,20,No,Rabu,Yes,Clear,37,243,280,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,21,No,Rabu,Yes,Clear,38,192,230,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,22,No,Rabu,Yes,Clear,29,142,171,Rabu,weekdays,Aug,2011-08-17,502
2011-08-17,fall,2011,8,23,No,Rabu,Yes,Clear,20,85,105,Rabu,weekdays,Aug,2011-08-17,502
2011-08-18,fall,2011,8,0,No,Kamis,Yes,Clear,18,38,56,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,1,No,Kamis,Yes,Misty,13,11,24,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,2,No,Kamis,Yes,Clear,2,4,6,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,3,No,Kamis,Yes,Clear,0,6,6,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,4,No,Kamis,Yes,Clear,0,9,9,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,5,No,Kamis,Yes,Clear,0,27,27,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,6,No,Kamis,Yes,Misty,6,97,103,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,7,No,Kamis,Yes,Clear,19,289,308,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,8,No,Kamis,Yes,Clear,27,393,420,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,9,No,Kamis,Yes,Clear,42,186,228,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,10,No,Kamis,Yes,Clear,37,92,129,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,11,No,Kamis,Yes,Clear,44,97,141,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,12,No,Kamis,Yes,Clear,34,139,173,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,13,No,Kamis,Yes,Clear,33,154,187,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,14,No,Kamis,Yes,Clear,67,115,182,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,15,No,Kamis,Yes,Clear,56,118,174,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,16,No,Kamis,Yes,Clear,49,196,245,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,17,No,Kamis,Yes,Light Snow,44,365,409,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,18,No,Kamis,Yes,Light Snow,48,226,274,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,19,No,Kamis,Yes,Clear,26,115,141,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,20,No,Kamis,Yes,Clear,24,141,165,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,21,No,Kamis,Yes,Misty,12,137,149,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,22,No,Kamis,Yes,Misty,18,117,135,Kamis,weekdays,Aug,2011-08-18,501
2011-08-18,fall,2011,8,23,No,Kamis,Yes,Misty,20,94,114,Kamis,weekdays,Aug,2011-08-18,501
2011-08-19,fall,2011,8,0,No,Jumat,Yes,Light Snow,9,53,62,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,1,No,Jumat,Yes,Light Snow,1,19,20,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,2,No,Jumat,Yes,Light Snow,0,8,8,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,3,No,Jumat,Yes,Clear,2,1,3,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,4,No,Jumat,Yes,Clear,1,7,8,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,5,No,Jumat,Yes,Clear,1,16,17,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,6,No,Jumat,Yes,Clear,2,91,93,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,7,No,Jumat,Yes,Misty,12,251,263,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,8,No,Jumat,Yes,Misty,30,368,398,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,9,No,Jumat,Yes,Clear,31,187,218,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,10,No,Jumat,Yes,Clear,57,108,165,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,11,No,Jumat,Yes,Misty,45,120,165,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,12,No,Jumat,Yes,Misty,54,168,222,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,13,No,Jumat,Yes,Misty,63,169,232,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,14,No,Jumat,Yes,Clear,78,142,220,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,15,No,Jumat,Yes,Clear,66,156,222,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,16,No,Jumat,Yes,Clear,66,261,327,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,17,No,Jumat,Yes,Clear,85,442,527,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,18,No,Jumat,Yes,Clear,88,337,425,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,19,No,Jumat,Yes,Light Snow,33,132,165,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,20,No,Jumat,Yes,Light Snow,12,46,58,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,21,No,Jumat,Yes,Clear,18,89,107,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,22,No,Jumat,Yes,Clear,25,97,122,Jumat,weekdays,Aug,2011-08-19,500
2011-08-19,fall,2011,8,23,No,Jumat,Yes,Misty,18,88,106,Jumat,weekdays,Aug,2011-08-19,500
2011-08-20,fall,2011,8,0,No,Sabtu,No,Clear,21,107,128,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,1,No,Sabtu,No,Clear,12,35,47,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,2,No,Sabtu,No,Clear,10,59,69,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,3,No,Sabtu,No,Clear,9,42,51,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,4,No,Sabtu,No,Misty,1,6,7,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,5,No,Sabtu,No,Clear,0,8,8,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,6,No,Sabtu,No,Misty,6,18,24,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,7,No,Sabtu,No,Clear,8,36,44,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,8,No,Sabtu,No,Clear,27,106,133,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,9,No,Sabtu,No,Clear,51,139,190,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,10,No,Sabtu,No,Clear,114,192,306,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,11,No,Sabtu,No,Clear,115,223,338,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,12,No,Sabtu,No,Clear,156,253,409,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,13,No,Sabtu,No,Clear,158,220,378,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,14,No,Sabtu,No,Clear,147,228,375,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,15,No,Sabtu,No,Clear,175,215,390,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,16,No,Sabtu,No,Clear,151,222,373,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,17,No,Sabtu,No,Clear,180,203,383,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,18,No,Sabtu,No,Clear,169,225,394,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,19,No,Sabtu,No,Clear,109,182,291,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,20,No,Sabtu,No,Clear,78,170,248,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,21,No,Sabtu,No,Clear,81,144,225,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,22,No,Sabtu,No,Misty,77,146,223,Sabtu,weekend,Aug,2011-08-20,499
2011-08-20,fall,2011,8,23,No,Sabtu,No,Clear,59,98,157,Sabtu,weekend,Aug,2011-08-20,499
2011-08-21,fall,2011,8,0,No,Minggu,No,Clear,6,68,74,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,1,No,Minggu,No,Clear,17,69,86,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,2,No,Minggu,No,Clear,13,51,64,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,3,No,Minggu,No,Clear,25,26,51,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,4,No,Minggu,No,Clear,1,5,6,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,5,No,Minggu,No,Clear,0,8,8,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,6,No,Minggu,No,Clear,4,10,14,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,7,No,Minggu,No,Clear,12,19,31,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,8,No,Minggu,No,Clear,30,62,92,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,9,No,Minggu,No,Clear,80,151,231,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,10,No,Minggu,No,Clear,97,177,274,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,11,No,Minggu,No,Clear,132,181,313,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,12,No,Minggu,No,Clear,135,239,374,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,13,No,Minggu,No,Clear,94,216,310,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,14,No,Minggu,No,Light Snow,78,157,235,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,15,No,Minggu,No,Clear,17,51,68,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,16,No,Minggu,No,Clear,97,161,258,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,17,No,Minggu,No,Clear,91,179,270,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,18,No,Minggu,No,Clear,96,215,311,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,19,No,Minggu,No,Clear,81,201,282,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,20,No,Minggu,No,Clear,41,140,181,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,21,No,Minggu,No,Clear,45,93,138,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,22,No,Minggu,No,Misty,37,97,134,Minggu,weekend,Aug,2011-08-21,498
2011-08-21,fall,2011,8,23,No,Minggu,No,Clear,20,48,68,Minggu,weekend,Aug,2011-08-21,498
2011-08-22,fall,2011,8,0,No,Senin,Yes,Clear,18,22,40,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,1,No,Senin,Yes,Clear,8,13,21,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,2,No,Senin,Yes,Misty,2,6,8,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,3,No,Senin,Yes,Light Snow,0,5,5,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,4,No,Senin,Yes,Clear,2,10,12,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,5,No,Senin,Yes,Clear,1,23,24,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,6,No,Senin,Yes,Clear,6,106,112,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,7,No,Senin,Yes,Clear,11,270,281,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,8,No,Senin,Yes,Clear,20,331,351,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,9,No,Senin,Yes,Clear,36,151,187,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,10,No,Senin,Yes,Clear,36,85,121,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,11,No,Senin,Yes,Clear,46,85,131,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,12,No,Senin,Yes,Clear,54,153,207,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,13,No,Senin,Yes,Clear,47,158,205,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,14,No,Senin,Yes,Clear,88,137,225,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,15,No,Senin,Yes,Clear,72,127,199,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,16,No,Senin,Yes,Clear,66,254,320,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,17,No,Senin,Yes,Clear,82,509,591,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,18,No,Senin,Yes,Clear,72,537,609,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,19,No,Senin,Yes,Clear,66,350,416,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,20,No,Senin,Yes,Clear,21,247,268,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,21,No,Senin,Yes,Clear,28,180,208,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,22,No,Senin,Yes,Clear,32,121,153,Senin,weekdays,Aug,2011-08-22,497
2011-08-22,fall,2011,8,23,No,Senin,Yes,Clear,19,45,64,Senin,weekdays,Aug,2011-08-22,497
2011-08-23,fall,2011,8,0,No,Selasa,Yes,Clear,13,22,35,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,1,No,Selasa,Yes,Clear,6,13,19,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,2,No,Selasa,Yes,Clear,2,4,6,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,3,No,Selasa,Yes,Clear,2,4,6,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,4,No,Selasa,Yes,Clear,0,5,5,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,5,No,Selasa,Yes,Clear,1,35,36,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,6,No,Selasa,Yes,Clear,3,111,114,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,7,No,Selasa,Yes,Clear,11,333,344,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,8,No,Selasa,Yes,Misty,43,461,504,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,9,No,Selasa,Yes,Misty,34,191,225,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,10,No,Selasa,Yes,Clear,56,92,148,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,11,No,Selasa,Yes,Clear,62,124,186,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,12,No,Selasa,Yes,Clear,60,177,237,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,13,No,Selasa,Yes,Clear,70,164,234,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,14,No,Selasa,Yes,Clear,149,502,651,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,15,No,Selasa,Yes,Clear,178,423,601,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,16,No,Selasa,Yes,Clear,133,311,444,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,17,No,Selasa,Yes,Clear,133,339,472,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,18,No,Selasa,Yes,Clear,98,421,519,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,19,No,Selasa,Yes,Clear,70,297,367,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,20,No,Selasa,Yes,Clear,54,206,260,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,21,No,Selasa,Yes,Clear,38,173,211,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,22,No,Selasa,Yes,Clear,46,145,191,Selasa,weekdays,Aug,2011-08-23,496
2011-08-23,fall,2011,8,23,No,Selasa,Yes,Clear,19,61,80,Selasa,weekdays,Aug,2011-08-23,496
2011-08-24,fall,2011,8,0,No,Rabu,Yes,Clear,9,29,38,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,1,No,Rabu,Yes,Clear,7,17,24,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,2,No,Rabu,Yes,Clear,2,4,6,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,3,No,Rabu,Yes,Clear,0,1,1,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,4,No,Rabu,Yes,Clear,0,7,7,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,5,No,Rabu,Yes,Clear,1,26,27,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,6,No,Rabu,Yes,Clear,3,105,108,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,7,No,Rabu,Yes,Clear,11,297,308,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,8,No,Rabu,Yes,Clear,32,436,468,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,9,No,Rabu,Yes,Clear,44,169,213,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,10,No,Rabu,Yes,Clear,51,95,146,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,11,No,Rabu,Yes,Clear,57,128,185,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,12,No,Rabu,Yes,Clear,60,175,235,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,13,No,Rabu,Yes,Clear,56,180,236,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,14,No,Rabu,Yes,Clear,77,127,204,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,15,No,Rabu,Yes,Clear,63,141,204,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,16,No,Rabu,Yes,Clear,49,222,271,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,17,No,Rabu,Yes,Clear,83,484,567,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,18,No,Rabu,Yes,Clear,102,519,621,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,19,No,Rabu,Yes,Clear,93,347,440,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,20,No,Rabu,Yes,Clear,45,289,334,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,21,No,Rabu,Yes,Clear,47,189,236,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,22,No,Rabu,Yes,Clear,41,140,181,Rabu,weekdays,Aug,2011-08-24,495
2011-08-24,fall,2011,8,23,No,Rabu,Yes,Clear,16,54,70,Rabu,weekdays,Aug,2011-08-24,495
2011-08-25,fall,2011,8,0,No,Kamis,Yes,Clear,11,41,52,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,1,No,Kamis,Yes,Clear,4,11,15,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,2,No,Kamis,Yes,Clear,3,2,5,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,3,No,Kamis,Yes,Clear,2,2,4,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,4,No,Kamis,Yes,Clear,1,6,7,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,5,No,Kamis,Yes,Clear,1,25,26,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,6,No,Kamis,Yes,Clear,1,101,102,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,7,No,Kamis,Yes,Misty,17,296,313,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,8,No,Kamis,Yes,Misty,23,461,484,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,9,No,Kamis,Yes,Misty,21,141,162,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,10,No,Kamis,Yes,Misty,37,105,142,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,11,No,Kamis,Yes,Light Snow,39,112,151,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,12,No,Kamis,Yes,Light Snow,9,32,41,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,13,No,Kamis,Yes,Clear,7,30,37,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,14,No,Kamis,Yes,Misty,27,86,113,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,15,No,Kamis,Yes,Misty,28,104,132,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,16,No,Kamis,Yes,Clear,16,105,121,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,17,No,Kamis,Yes,Clear,28,284,312,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,18,No,Kamis,Yes,Misty,31,377,408,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,19,No,Kamis,Yes,Misty,31,241,272,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,20,No,Kamis,Yes,Clear,33,192,225,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,21,No,Kamis,Yes,Clear,29,158,187,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,22,No,Kamis,Yes,Clear,21,126,147,Kamis,weekdays,Aug,2011-08-25,494
2011-08-25,fall,2011,8,23,No,Kamis,Yes,Clear,15,69,84,Kamis,weekdays,Aug,2011-08-25,494
2011-08-26,fall,2011,8,0,No,Jumat,Yes,Clear,9,42,51,Jumat,weekdays,Aug,2011-08-26,493
2011-08-26,fall,2011,8,1,No,Jumat,Yes,Clear,10,13,23,Jumat,weekdays,Aug,2011-08-26,493
2011-08-26,fall,2011,8,2,No,Jumat,Yes,Clear,4,16,20,Jumat,weekdays,Aug,2011-08-26,493
2011-08-26,fall,2011,8,3,No,Jumat,Yes,Clear,3,8,11,Jumat,weekdays,Aug,2011-08-26,493
2011-08-26,fall,2011,8,4,No,Jumat,Yes,Clear,2,6,8,Jumat,weekdays,Aug,2011-08-26,493
2011-08-26,fall,2011,8,5,No,Jumat,Yes,Misty,3,23,26,Jumat,weekdays,Aug,2011-08-26,493
